sentence_split_ID,sentence_split_text
1_c4330f191e2d2f73bdead8808e9b20622c52c6ddf802f24af9bd9021b3f49715,bathroom incredible jacuzzi tub seperate shower 2 vanities plush robes granite marble
2_c4330f191e2d2f73bdead8808e9b20622c52c6ddf802f24af9bd9021b3f49715,great location flying seattle plan visiting mt
3_c4330f191e2d2f73bdead8808e9b20622c52c6ddf802f24af9bd9021b3f49715,ranier
0_b643699cd1f1ae55b0a70df9c19e12d7f30f4fada38dc91bc74840400f78c367,great spot early flight spent saturday night early morning flight sunday
1_b643699cd1f1ae55b0a70df9c19e12d7f30f4fada38dc91bc74840400f78c367,check breeze room fine 24-hour request shuttle airport nice bar overall great spot considering lodging options sea-tac strip
0_c52d10ec69bf63ddf7228bdc14da364d628dc46909162818ac207e3a5908e35b,loved hotel
1_c52d10ec69bf63ddf7228bdc14da364d628dc46909162818ac207e3a5908e35b,pleasant surprise booked travel office business
2_c52d10ec69bf63ddf7228bdc14da364d628dc46909162818ac207e3a5908e35b,early morning flight catch night
3_c52d10ec69bf63ddf7228bdc14da364d628dc46909162818ac207e3a5908e35b,nice room comfy bed
4_c52d10ec69bf63ddf7228bdc14da364d628dc46909162818ac207e3a5908e35b,easy easy forth rental car agency airport/hotel
5_c52d10ec69bf63ddf7228bdc14da364d628dc46909162818ac207e3a5908e35b,no airport noise heard
6_c52d10ec69bf63ddf7228bdc14da364d628dc46909162818ac207e3a5908e35b,room service good not quite pricey used appetizer meal tip tax service charge just 30
7_c52d10ec69bf63ddf7228bdc14da364d628dc46909162818ac207e3a5908e35b,complaint crappy view evening no big deal
8_c52d10ec69bf63ddf7228bdc14da364d628dc46909162818ac207e3a5908e35b,easy downtown mass transit desire
9_c52d10ec69bf63ddf7228bdc14da364d628dc46909162818ac207e3a5908e35b,stay
0_1a13b2063275eb70eed0383b954874cbc37de65755a0b1753725be691679a746,dump just horrible
1_1a13b2063275eb70eed0383b954874cbc37de65755a0b1753725be691679a746,n't stay
2_1a13b2063275eb70eed0383b954874cbc37de65755a0b1753725be691679a746,worst maddening waste money experienced
3_1a13b2063275eb70eed0383b954874cbc37de65755a0b1753725be691679a746,nearly dollars worst hotel experience years.the hotel bills hotel
4_1a13b2063275eb70eed0383b954874cbc37de65755a0b1753725be691679a746,thing upscale price
5_1a13b2063275eb70eed0383b954874cbc37de65755a0b1753725be691679a746,hotel feel like college dorm freshman dorm
6_1a13b2063275eb70eed0383b954874cbc37de65755a0b1753725be691679a746,clearly old run-down hotel seen cosmetic upgrades it__Ã‡_Ã©_ pretty easy cosmetics
7_1a13b2063275eb70eed0383b954874cbc37de65755a0b1753725be691679a746,hallways dirty poorly lit
8_1a13b2063275eb70eed0383b954874cbc37de65755a0b1753725be691679a746,room doors beat not feeling secure
9_1a13b2063275eb70eed0383b954874cbc37de65755a0b1753725be691679a746,nervous safety walking hall room proper okay bathroom hadn__Ã‡_Ã©_ enjoyed updates feel like staying 1950s motor inn
10_1a13b2063275eb70eed0383b954874cbc37de65755a0b1753725be691679a746,yuck
11_1a13b2063275eb70eed0383b954874cbc37de65755a0b1753725be691679a746,hotel walkable distance form airport took shuttle half hour pick
12_1a13b2063275eb70eed0383b954874cbc37de65755a0b1753725be691679a746,stood freezing cold late night waited waited waited
13_1a13b2063275eb70eed0383b954874cbc37de65755a0b1753725be691679a746,hotel shuttles came went time shuttle took ridiculously long time arrive called twice
14_1a13b2063275eb70eed0383b954874cbc37de65755a0b1753725be691679a746,holiday inn double tree just close looked just fine
15_1a13b2063275eb70eed0383b954874cbc37de65755a0b1753725be691679a746,check don__Ã‡_Ã©_ waste money dump
16_1a13b2063275eb70eed0383b954874cbc37de65755a0b1753725be691679a746,hotel walkable distance form airport took shuttle half hour pick
17_1a13b2063275eb70eed0383b954874cbc37de65755a0b1753725be691679a746,stood freezing cold late night waited waited waited
18_1a13b2063275eb70eed0383b954874cbc37de65755a0b1753725be691679a746,hotel shuttles came went time shuttle took ridiculously long time arrive called twice
19_1a13b2063275eb70eed0383b954874cbc37de65755a0b1753725be691679a746,holiday inn double tree just close looked just fine
20_1a13b2063275eb70eed0383b954874cbc37de65755a0b1753725be691679a746,check don__Ã‡_Ã©_ waste money dump
0_ac130cfa847cee3c5dc3eccb91bbcf1a68e0de0610f3696e99bad164157f75ad,bait switch live distance away airport stayed airport hotel night earlymorning flight
1_ac130cfa847cee3c5dc3eccb91bbcf1a68e0de0610f3696e99bad164157f75ad,called radisson 800 room andto confirm free parking room
2_ac130cfa847cee3c5dc3eccb91bbcf1a68e0de0610f3696e99bad164157f75ad,quoted 167.00for room 10 days parking
3_ac130cfa847cee3c5dc3eccb91bbcf1a68e0de0610f3696e99bad164157f75ad,thisat radisson 7 years
4_ac130cfa847cee3c5dc3eccb91bbcf1a68e0de0610f3696e99bad164157f75ad,830pm drivingand thought missed turn hotel turnedaround drove construction site no hotel
5_ac130cfa847cee3c5dc3eccb91bbcf1a68e0de0610f3696e99bad164157f75ad,hadbrought email confirmation pulled outwhat happened hotel
6_ac130cfa847cee3c5dc3eccb91bbcf1a68e0de0610f3696e99bad164157f75ad,told location hadnever real radisson obviously mistaken foryears given address finally found.i told desk checked parkingwas additional 12.00 day
7_ac130cfa847cee3c5dc3eccb91bbcf1a68e0de0610f3696e99bad164157f75ad,granted reasonable rate airport parking not room 167.00 plus taxes pretty basic hotel
8_ac130cfa847cee3c5dc3eccb91bbcf1a68e0de0610f3696e99bad164157f75ad,dark wasby asked park car toldout hotel come backdoor
9_ac130cfa847cee3c5dc3eccb91bbcf1a68e0de0610f3696e99bad164157f75ad,room small clean sleep numberbed no noise airport
10_ac130cfa847cee3c5dc3eccb91bbcf1a68e0de0610f3696e99bad164157f75ad,went themorning shuttle told 15 minutes soi waited time
11_ac130cfa847cee3c5dc3eccb91bbcf1a68e0de0610f3696e99bad164157f75ad,pickup returnedwas timely driver drove hotel anddropped car great raining cold 1030pm
12_ac130cfa847cee3c5dc3eccb91bbcf1a68e0de0610f3696e99bad164157f75ad,probably not stay ido n't believe treated fairly additional charge forthe parking
13_ac130cfa847cee3c5dc3eccb91bbcf1a68e0de0610f3696e99bad164157f75ad,believe 800 confirm new address location radisson demolished airport construction nothing mentioned myemail confirmation
14_ac130cfa847cee3c5dc3eccb91bbcf1a68e0de0610f3696e99bad164157f75ad,locations 3blocks apart did n't recognize difference address
0_4191909ccbd8842dbc08416966faddb2308a8ff0be3720c64408dd640fa1e9d5,great hotel anthony hot hotel beautiful weather great wondering going stay leery place choose east coast leery question value hollywood extremely dissapointed parking fees
1_4191909ccbd8842dbc08416966faddb2308a8ff0be3720c64408dd640fa1e9d5,corey wave fee
2_4191909ccbd8842dbc08416966faddb2308a8ff0be3720c64408dd640fa1e9d5,geesh.also anthony dorothy family date minute
3_4191909ccbd8842dbc08416966faddb2308a8ff0be3720c64408dd640fa1e9d5,thanks
0_c6946d088dadf18548a98dbf93c537b8ffccdf6c59b4e4c5957ca44eb2cb0651,great hotel problems payment nice hotel price located hollywood quickly realise la car city end getting car parking breakfast good mentioned does end early drag
1_c6946d088dadf18548a98dbf93c537b8ffccdf6c59b4e4c5957ca44eb2cb0651,understand people use business hotel larks vast majority guessing tourists
2_c6946d088dadf18548a98dbf93c537b8ffccdf6c59b4e4c5957ca44eb2cb0651,holiday vacation people deserve bit lie-in real problem like payment
3_c6946d088dadf18548a98dbf93c537b8ffccdf6c59b4e4c5957ca44eb2cb0651,having got advance rate august expected card charged straight away tcs happened decided ring direct confirm thought issue credit card hotels gone fine systems
4_c6946d088dadf18548a98dbf93c537b8ffccdf6c59b4e4c5957ca44eb2cb0651,ended paying end stay
5_c6946d088dadf18548a98dbf93c537b8ffccdf6c59b4e4c5957ca44eb2cb0651,no problem really know apart pound dollar changed booking ended paying considerably home currency slight issue informed decide enter agreement paying time booking penalty cancelling losing expect honour agreement payment instantly.that aside not count property review purposes recommend hotel new rooms well-atired staff good brekkie comes price located
0_30fb097b1dbacdfd9b8f840c0554690f62c138211eec01dd1d15b2f1ebaea197,nice hotel minor issues travelling friend stayed hotel recent trip la
1_30fb097b1dbacdfd9b8f840c0554690f62c138211eec01dd1d15b2f1ebaea197,quite pleasant stay small issues.the hotel conveniently located near hollywood blvd kodak theater grauman chinese theater
2_30fb097b1dbacdfd9b8f840c0554690f62c138211eec01dd1d15b2f1ebaea197,universal studios easy travelling distance public transport taxi
3_30fb097b1dbacdfd9b8f840c0554690f62c138211eec01dd1d15b2f1ebaea197,small group shops street pizza place great
4_30fb097b1dbacdfd9b8f840c0554690f62c138211eec01dd1d15b2f1ebaea197,arrival friday afternoon unable check arrived hours early
5_30fb097b1dbacdfd9b8f840c0554690f62c138211eec01dd1d15b2f1ebaea197,happy look luggage went explored area
6_30fb097b1dbacdfd9b8f840c0554690f62c138211eec01dd1d15b2f1ebaea197,came little check time 3pm sat lobby room available
7_30fb097b1dbacdfd9b8f840c0554690f62c138211eec01dd1d15b2f1ebaea197,kind building inspector arrived gather needed ensure hotel regulation ceiling height time 3pm came room available checking breeze.we allocated room 6th floor aware elevators 5th floor time need set lifts higher floors
8_30fb097b1dbacdfd9b8f840c0554690f62c138211eec01dd1d15b2f1ebaea197,unfortunately second set lifts not working time went reception open staircase suitcases room
9_30fb097b1dbacdfd9b8f840c0554690f62c138211eec01dd1d15b2f1ebaea197,elevators fixed time decided downstairs hour later room really nice clean modern comfortable
10_30fb097b1dbacdfd9b8f840c0554690f62c138211eec01dd1d15b2f1ebaea197,complimentary wireless internet service good did slow drop time time comparatively speaking better hotel stayed at.a buffet breakfast included stay delicious
11_30fb097b1dbacdfd9b8f840c0554690f62c138211eec01dd1d15b2f1ebaea197,relatively early breakfast closes 9 sleep miss out.during stay la lost credit card immediately cancelled thinking hotel charged
12_30fb097b1dbacdfd9b8f840c0554690f62c138211eec01dd1d15b2f1ebaea197,booked room holiday inn express official website www.hiexpress.com booking says specifically reservations require payment entire stay time booking
13_30fb097b1dbacdfd9b8f840c0554690f62c138211eec01dd1d15b2f1ebaea197,fully non refundable
14_30fb097b1dbacdfd9b8f840c0554690f62c138211eec01dd1d15b2f1ebaea197,prepayment charged credit card time booking day arrival non refundable.as card lost day arrival assumed charged promptly cancelled
15_30fb097b1dbacdfd9b8f840c0554690f62c138211eec01dd1d15b2f1ebaea197,checking not case despite official website statement repeated confirmation e-mail
16_30fb097b1dbacdfd9b8f840c0554690f62c138211eec01dd1d15b2f1ebaea197,ended paying stay cash significantly depleted funds casual spending.overall good stay
17_30fb097b1dbacdfd9b8f840c0554690f62c138211eec01dd1d15b2f1ebaea197,staff hotel hotel staff polite friendly times
18_30fb097b1dbacdfd9b8f840c0554690f62c138211eec01dd1d15b2f1ebaea197,despite issues experienced possibly stay travelling budget money spend accomodation try renaissance hotel street
0_6959485d4e42ac9abc10a7b15cae68586132d1bb0f9792fa8cae1cae6e4f4773,gem
1_6959485d4e42ac9abc10a7b15cae68586132d1bb0f9792fa8cae1cae6e4f4773,spent 2 nights hotel wife son usa holiday
2_6959485d4e42ac9abc10a7b15cae68586132d1bb0f9792fa8cae1cae6e4f4773,know people stay hollywood santa monica anaheim area initially wanted stay holiday inn santa monica pier read reviews noisy freeway
3_6959485d4e42ac9abc10a7b15cae68586132d1bb0f9792fa8cae1cae6e4f4773,got hotel recommendation answers.yahoo.com
4_6959485d4e42ac9abc10a7b15cae68586132d1bb0f9792fa8cae1cae6e4f4773,best thing hotel refurnished/opened middle year new
5_6959485d4e42ac9abc10a7b15cae68586132d1bb0f9792fa8cae1cae6e4f4773,reception not big contemporary look
6_6959485d4e42ac9abc10a7b15cae68586132d1bb0f9792fa8cae1cae6e4f4773,desk folks helpful friendly
7_6959485d4e42ac9abc10a7b15cae68586132d1bb0f9792fa8cae1cae6e4f4773,asked high-floor room got 8th floor highest
8_6959485d4e42ac9abc10a7b15cae68586132d1bb0f9792fa8cae1cae6e4f4773,room surprisingly big got plasma tv
9_6959485d4e42ac9abc10a7b15cae68586132d1bb0f9792fa8cae1cae6e4f4773,breakfast complimentary substantial cereal fresh milk cinnamon rolls toast jam butter banana coffee team juice scrambled eggs great preparing onslaught la morning
10_6959485d4e42ac9abc10a7b15cae68586132d1bb0f9792fa8cae1cae6e4f4773,interent room wireless signal weak wired sufficient bandwidth
11_6959485d4e42ac9abc10a7b15cae68586132d1bb0f9792fa8cae1cae6e4f4773,hotel located centrally taking 10 min walk hollywood boulevard action
12_6959485d4e42ac9abc10a7b15cae68586132d1bb0f9792fa8cae1cae6e4f4773,usd 150 night good value
13_6959485d4e42ac9abc10a7b15cae68586132d1bb0f9792fa8cae1cae6e4f4773,note hotels charge separately parking no different fork 20 night.there good grocery store pizza place subway just street
14_6959485d4e42ac9abc10a7b15cae68586132d1bb0f9792fa8cae1cae6e4f4773,hollywood boulevard high-class renaissance hotel costs probably twice much.on downside pillows small flabby liking
15_6959485d4e42ac9abc10a7b15cae68586132d1bb0f9792fa8cae1cae6e4f4773,ironically flabby ones word firm imprinted flabby ones word soft
16_6959485d4e42ac9abc10a7b15cae68586132d1bb0f9792fa8cae1cae6e4f4773,definitely not best pillows experienced
17_6959485d4e42ac9abc10a7b15cae68586132d1bb0f9792fa8cae1cae6e4f4773,reach 8th floor ones elevator 5th floor change elevator
18_6959485d4e42ac9abc10a7b15cae68586132d1bb0f9792fa8cae1cae6e4f4773,slight hassle no big deal.all nice hotel centrally located reasonably priced
19_6959485d4e42ac9abc10a7b15cae68586132d1bb0f9792fa8cae1cae6e4f4773,recommend friends
0_4fa08ff1dd32834a91647316b98fad89ac42940442acf498fd364b6087b8fd8e,great new hotel hotel nice clean brand new.rooms good size bonus comes w/ breakfast not huge gourmet hot cold items
1_4fa08ff1dd32834a91647316b98fad89ac42940442acf498fd364b6087b8fd8e,hotel 3-4 walking blocks hall fame main strip hollywood blvd
2_4fa08ff1dd32834a91647316b98fad89ac42940442acf498fd364b6087b8fd8e,blocks walk hollywood bowl
3_4fa08ff1dd32834a91647316b98fad89ac42940442acf498fd364b6087b8fd8e,hotel areas safe area walk
4_4fa08ff1dd32834a91647316b98fad89ac42940442acf498fd364b6087b8fd8e,close entertainment shopping food/restaurants.reasonable hotel pricing location hotel quality recommend return area
0_a4d444c5caf40c55147762c4421bc9ca65b4f2592d5c24398da31cf0edd8e923,avoid costs
1_a4d444c5caf40c55147762c4421bc9ca65b4f2592d5c24398da31cf0edd8e923,book hotel smit nights early june 2007. lasted 1 night
2_a4d444c5caf40c55147762c4421bc9ca65b4f2592d5c24398da31cf0edd8e923,hotel quite literally building site
3_a4d444c5caf40c55147762c4421bc9ca65b4f2592d5c24398da31cf0edd8e923,radiators double glazing panels left lying workmens equipment floors
4_a4d444c5caf40c55147762c4421bc9ca65b4f2592d5c24398da31cf0edd8e923,lift operation stairs quite frankly dangerous
5_a4d444c5caf40c55147762c4421bc9ca65b4f2592d5c24398da31cf0edd8e923,room not clean wallpaper hanging walls carpet disgusting stunk stale cigarettes holes ceiling
6_a4d444c5caf40c55147762c4421bc9ca65b4f2592d5c24398da31cf0edd8e923,bed date passed years ago
7_a4d444c5caf40c55147762c4421bc9ca65b4f2592d5c24398da31cf0edd8e923,clearly hear guests doing door
8_a4d444c5caf40c55147762c4421bc9ca65b4f2592d5c24398da31cf0edd8e923,paper walls cap badly bitten infestation night
9_a4d444c5caf40c55147762c4421bc9ca65b4f2592d5c24398da31cf0edd8e923,ended clothes bed bed n't clean
10_a4d444c5caf40c55147762c4421bc9ca65b4f2592d5c24398da31cf0edd8e923,hotel needs closed fully refurbished
11_a4d444c5caf40c55147762c4421bc9ca65b4f2592d5c24398da31cf0edd8e923,location totally misrepresents appalling quality disgusting
12_a4d444c5caf40c55147762c4421bc9ca65b4f2592d5c24398da31cf0edd8e923,use peril
0_b37b986c19ae67994c7da34a462729c18c0212ee3ffb46f38bb36a756060e76a,n't waste money
1_b37b986c19ae67994c7da34a462729c18c0212ee3ffb46f38bb36a756060e76a,not fooled previous reviews hotel smit
2_b37b986c19ae67994c7da34a462729c18c0212ee3ffb46f38bb36a756060e76a,convenience museum district barely saving grace
3_b37b986c19ae67994c7da34a462729c18c0212ee3ffb46f38bb36a756060e76a,double bedrooms single beds pushed not couple-friendly
4_b37b986c19ae67994c7da34a462729c18c0212ee3ffb46f38bb36a756060e76a,staff odd unenthusiastic
5_b37b986c19ae67994c7da34a462729c18c0212ee3ffb46f38bb36a756060e76a,ants sheets provided 2 towels guests shower sprays water bathroom hallways cold street noise disruptive
6_b37b986c19ae67994c7da34a462729c18c0212ee3ffb46f38bb36a756060e76a,buffet not gourmet described
7_b37b986c19ae67994c7da34a462729c18c0212ee3ffb46f38bb36a756060e76a,spread lunch meats not good cheese bread hard boiled eggs juice
8_b37b986c19ae67994c7da34a462729c18c0212ee3ffb46f38bb36a756060e76a,breakfast free
9_b37b986c19ae67994c7da34a462729c18c0212ee3ffb46f38bb36a756060e76a,learned experience 4 5 star way stay europe
10_b37b986c19ae67994c7da34a462729c18c0212ee3ffb46f38bb36a756060e76a,going amsterdam time spend extra cash stay nice boutique hotel canal jordaan rembrandt square
11_b37b986c19ae67994c7da34a462729c18c0212ee3ffb46f38bb36a756060e76a,really makes difference
0_e526bffa9d6719c5052632220357a8a9a569308e21d4963cc2aba12c29fc9a9b,just great holiday staying perfect inn beijing just great holiday staying perfect inn beijing
1_e526bffa9d6719c5052632220357a8a9a569308e21d4963cc2aba12c29fc9a9b,booked hotel month ago read trip advisor review member wrote location good bathroom bad smell
2_e526bffa9d6719c5052632220357a8a9a569308e21d4963cc2aba12c29fc9a9b,arrived asked reception problem.receptionist just smile told experience.perfect inn limo service pick beijing capital airport.there price 200rmb perfect pick
3_e526bffa9d6719c5052632220357a8a9a569308e21d4963cc2aba12c29fc9a9b,waiting arrival sign
4_e526bffa9d6719c5052632220357a8a9a569308e21d4963cc2aba12c29fc9a9b,warm welcome welcome drink
5_e526bffa9d6719c5052632220357a8a9a569308e21d4963cc2aba12c29fc9a9b,car driver person told beijing perfect inn
6_e526bffa9d6719c5052632220357a8a9a569308e21d4963cc2aba12c29fc9a9b,helpful.reception staff welcome
7_e526bffa9d6719c5052632220357a8a9a569308e21d4963cc2aba12c29fc9a9b,room spotless
8_e526bffa9d6719c5052632220357a8a9a569308e21d4963cc2aba12c29fc9a9b,people met hotel return visits
9_e526bffa9d6719c5052632220357a8a9a569308e21d4963cc2aba12c29fc9a9b,nothing trouble
10_e526bffa9d6719c5052632220357a8a9a569308e21d4963cc2aba12c29fc9a9b,hotel lane main road really peaceful
11_e526bffa9d6719c5052632220357a8a9a569308e21d4963cc2aba12c29fc9a9b,perfect inn lovely little hotel area good food
12_e526bffa9d6719c5052632220357a8a9a569308e21d4963cc2aba12c29fc9a9b,stay drum tower vier room not bad smell bathroom.the diffarent types room types room
13_e526bffa9d6719c5052632220357a8a9a569308e21d4963cc2aba12c29fc9a9b,think executive room better tariff 350rmb/room/night including breakfast.this visit beijing year sure weeks time maybe
0_515901be1c2e5827365f194bdf05e062399e3bbc62a44637b83d180bc1bbb4e4,not quite perfect
